ref	pos	strand	u	d	ur	pval	passed
11	764334	+	45	638	0.07053291536050156	2.0097298938077488e-44	true
11	1752919	-	19	136	0.13970588235294118	1.9599415112832606e-25	true
11	1759550	-	74	310	0.23870967741935484	4.508809161937208e-113	true
11	1763851	-	11	354	0.031073446327683617	2.978863896906963e-8	true
11	3015820	-	7	84	0.08333333333333333	1.2229201050202425e-8	true
11	3827134	-	47	84	0.5595238095238095	3.8371167203720757e-94	true
11	3855780	+	5	32	0.15625	6.172010506080394e-8	true
11	4092692	+	6	35	0.17142857142857143	1.5740698449697388e-9	true
11	6478043	-	13	465	0.02795698924731183	5.955946337460611e-9	true
11	6612053	-	8	177	0.04519774011299435	1.3460430511843868e-7	true
11	8947419	-	14	95	0.14736842105263157	1.7986055357433407e-19	true
11	14358903	-	5	21	0.23809523809523808	6.421698760449497e-9	true
11	14358990	-	6	84	0.07142857142857142	3.4486793824160024e-7	true
11	18506890	-	12	132	0.09090909090909091	2.7013238795527882e-14	true
11	20055917	+	17	43	0.3953488372093023	1.4131556486990413e-31	true
11	32091254	+	5	17	0.29411764705882354	1.9736657917294328e-9	true
11	33707668	-	10	104	0.09615384615384616	2.155107184786292e-12	true
11	35620156	+	19	143	0.13286713286713286	5.32763418959929e-25	true
11	46672265	+	9	180	0.05	9.294642639923313e-9	true
11	46678359	-	15	63	0.23809523809523808	3.7773954345827915e-24	true
11	47239886	-	8	34	0.23529411764705882	1.7993924076485174e-13	true
11	47415104	+	6	34	0.17647058823529413	1.3077971809727607e-9	true
11	47415978	+	7	96	0.07291666666666667	3.112462780625775e-8	true
11	47617525	-	12	185	0.06486486486486487	1.5437800073101421e-12	true
11	57476806	+	7	101	0.06930693069306931	4.4293024544047e-8	true
11	59575339	-	8	133	0.06015037593984962	1.4672876209263173e-8	true
11	60850417	+	15	293	0.051194539249146756	8.321766863262029e-14	true
11	61341487	+	7	69	0.10144927536231885	3.037255278427231e-9	true
11	62671727	-	6	36	0.16666666666666666	1.8837309342526185e-9	true
11	63758891	+	29	63	0.4603174603174603	2.734839388462906e-55	true
11	63955653	+	5	50	0.1	6.191017108721523e-7	true
11	64234067	+	4	12	0.3333333333333333	5.009578243101125e-8	true
11	64285220	+	6	23	0.2608695652173913	1.0115746861750634e-10	true
11	64288441	+	49	68	0.7205882352941176	1.4850251598915904e-106	true
11	65539224	-	25	76	0.32894736842105265	2.5944716315396787e-43	true
11	65547472	-	9	25	0.36	6.636631288563928e-17	true
11	65584532	+	8	53	0.1509433962264151	8.323496938413343e-12	true
11	65780107	-	10	25	0.4	3.3934485598504223e-19	true
11	65891086	+	14	288	0.04861111111111111	1.1141960423619911e-12	true
11	65891236	+	6	55	0.10909090909090909	2.6618994347692728e-8	true
11	66267483	+	4	14	0.2857142857142857	1.007891980457594e-7	true
11	66276687	+	29	96	0.3020833333333333	1.0001250442093568e-48	true
11	66276688	+	7	90	0.07777777777777778	1.9838488027081803e-8	true
11	66288213	-	11	217	0.05069124423963134	1.8425704291204958e-10	true
11	66788238	+	4	18	0.2222222222222222	3.0497950823257527e-7	true
11	66868899	-	21	83	0.25301204819277107	7.6147838107698264e-34	true
11	67432774	+	43	101	0.42574257425742573	2.480895477881875e-79	true
11	67434620	+	16	105	0.1523809523809524	2.7279551743729043e-22	true
11	68018540	+	7	151	0.046357615894039736	6.912129242061308e-7	true
11	68121059	-	6	66	0.09090909090909091	8.096253296564889e-8	true
11	68348135	+	6	65	0.09230769230769231	7.380328516893756e-8	true
11	72224888	+	21	217	0.0967741935483871	1.728641195178988e-24	true
11	72224889	+	38	210	0.18095238095238095	7.551275639717463e-54	true
11	111602583	+	4	21	0.19047619047619047	5.919590026015087e-7	true
11	119308934	-	68	468	0.1452991452991453	4.4791340687585923e-88	true
11	119309811	-	25	147	0.17006802721088435	3.0023112189115903e-35	true
11	120228887	+	9	83	0.10843373493975904	9.040543450949686e-12	true
11	122655876	+	6	27	0.2222222222222222	2.9340163573666755e-10	true
11	130129165	+	15	857	0.01750291715285881	1.944607438877357e-7	false
11	130314509	-	4	8	0.5	7.156942627892348e-9	false
11	130915905	-	5	49	0.10204081632653061	5.586707071607497e-7	true
11	134224897	+	13	105	0.12380952380952381	3.734912535413243e-17	true
12	6724690	+	41	311	0.13183279742765272	5.743892797111874e-52	true
12	6863196	+	15	475	0.031578947368421054	7.823120065375883e-11	true
12	6867575	+	31	1378	0.022496371552975326	1.1418396517682003e-16	true
12	6937099	+	4	15	0.26666666666666666	1.3708966505433115e-7	true
12	7070674	+	4	19	0.21052631578947367	3.853236182246918e-7	true
12	29343242	-	11	209	0.05263157894736842	1.2352170619854565e-10	true
12	31590827	-	8	8	1.0	1.0669150583415931e-20	false
12	48137807	+	33	356	0.09269662921348315	5.970359885035619e-37	true
12	48965575	-	4	19	0.21052631578947367	3.853236182246918e-7	true
12	49326688	+	6	67	0.08955223880597014	8.868390999506579e-8	true
12	52070204	+	10	178	0.056179775280898875	4.53394068877255e-10	true
12	52191885	-	10	138	0.07246376811594203	3.699277685896792e-11	true
12	52241594	+	17	494	0.03441295546558704	1.1427139515893093e-12	true
12	53102118	+	37	69	0.5362318840579711	1.8251325321546177e-73	true
12	53505256	+	11	75	0.14666666666666667	1.4041914448042199e-15	true
12	55727232	-	21	920	0.02282608695652174	6.590041443286687e-12	true
12	56128419	+	6	71	0.08450704225352113	1.2589180706360157e-7	true
12	56272747	-	21	122	0.1721311475409836	5.650272219876369e-30	true
12	56645912	-	93	2763	0.033659066232356136	2.9570264321909295e-61	true
12	57233580	+	29	631	0.04595879556259905	5.8407177460355e-24	true
12	57233581	+	62	642	0.09657320872274143	4.718639809934633e-69	true
12	76559476	-	43	61	0.7049180327868853	5.556767006086314e-93	true
12	89708767	-	17	103	0.1650485436893204	3.218028583403896e-24	true
12	98503550	+	8	8	1.0	1.0669150583415931e-20	false
12	101877738	+	6	66	0.09090909090909091	8.096253296564889e-8	true
12	105330862	+	13	188	0.06914893617021277	8.05658960668867e-14	true
12	106997606	-	10	38	0.2631578947368421	4.726034818241106e-17	true
12	108646812	-	39	240	0.1625	2.9183059700826447e-53	true
12	111692743	+	8	19	0.42105263157894735	7.816167396166542e-16	true
12	116277253	-	4	19	0.21052631578947367	3.853236182246918e-7	true
12	120144337	-	7	72	0.09722222222222222	4.1125121500494e-9	true
12	120282241	+	129	1058	0.1219281663516068	4.0002336638297706e-155	true
12	120575650	+	13	512	0.025390625	1.8422056900619847e-8	true
12	120737464	+	5	48	0.10416666666666667	5.029953544359263e-7	true
12	121002588	-	4	18	0.2222222222222222	3.0497950823257527e-7	true
12	123533716	-	4	20	0.2	4.804280875841644e-7	true
12	123533908	-	5	18	0.2777777777777778	2.7255146502852357e-9	true
12	124012688	+	10	308	0.032467532467532464	8.367114036223934e-8	true
12	132490270	+	9	71	0.1267605633802817	2.1200779713921334e-12	true
13	47988641	-	10	361	0.027700831024930747	3.592468304475809e-7	true
13	48081647	-	15	151	0.09933774834437085	4.286452587598309e-18	true
13	51452638	-	9	47	0.19148936170212766	4.1556312415289636e-14	true
13	73059467	+	5	46	0.10869565217391304	4.048049819528569e-7	true
13	94601988	+	3	6	0.5	6.433692161125857e-7	false
13	96090505	+	5	39	0.1282051282051282	1.7321666323174732e-7	true
13	110174661	-	11	42	0.2619047619047619	1.3514198060256603e-18	true
13	110914890	-	11	27	0.4074074074074074	4.30083784498399e-21	true
13	113838821	+	4	14	0.2857142857142857	1.007891980457594e-7	true
14	21751174	+	4	17	0.23529411764705882	2.3781195410317754e-7	true
14	22901331	-	15	136	0.11029411764705882	8.59513092010522e-19	true
14	22973490	-	11	283	0.038869257950530034	2.999083454050102e-9	true
14	24216985	-	61	858	0.07109557109557109	8.238234975824532e-60	true
14	31207110	-	10	25	0.4	3.3934485598504223e-19	true
14	55138061	+	11	388	0.028350515463917526	7.504443450157325e-8	true
14	55616579	+	14	305	0.04590163934426229	2.4079082012797976e-12	true
14	60153976	-	8	111	0.07207207207207207	3.5186862438965614e-9	true
14	67677393	-	6	77	0.07792207792207792	2.050287757690327e-7	true
14	69209634	+	5	36	0.1388888888888889	1.1432467354227558e-7	true
14	73950386	+	8	52	0.15384615384615385	7.087171718012524e-12	true
14	73964584	-	4	16	0.25	1.823205921475427e-7	true
14	75437988	+	7	77	0.09090909090909091	6.620719293135262e-9	true
14	77320779	-	32	39	0.8205128205128205	1.9502474304650065e-73	true
14	92748543	-	9	91	0.0989010989010989	2.1068367725116353e-11	true
14	100333974	-	12	227	0.05286343612334802	1.702398631848378e-11	true
14	102015990	+	10	127	0.07874015748031496	1.6154728274247528e-11	true
14	102348513	-	68	189	0.35978835978835977	3.0078072704910424e-118	true
14	102507560	-	8	99	0.08080808080808081	1.4114521385817001e-9	true
14	103385551	+	6	54	0.1111111111111111	2.3779903843361365e-8	true
14	103519667	-	10	295	0.03389830508474576	5.6065522929765104e-8	true
14	103697901	-	8	37	0.21621621621621623	3.7938890497537676e-13	true
14	104176786	+	6	31	0.1935483870967742	7.218591254000395e-10	true
14	104894763	+	11	37	0.2972972972972973	2.739069387546953e-19	true
15	24978286	+	11	373	0.029490616621983913	5.050732846522134e-8	true
15	40737150	-	8	214	0.037383177570093455	5.694997380762917e-7	true
15	47730476	-	3	5	0.6	3.224553486544948e-7	false
15	52046735	+	8	137	0.058394160583941604	1.850684703633247e-8	true
15	59662484	-	17	45	0.37777777777777777	3.6788737875667495e-31	true
15	63157482	-	25	100	0.25	7.458820326443629e-40	true
15	64963458	-	11	116	0.09482758620689655	1.9990529822907966e-13	true
15	66352177	-	9	54	0.16666666666666666	1.5895403488850697e-13	true
15	66386951	+	6	39	0.15384615384615385	3.129568580778272e-9	true
15	74458714	-	16	222	0.07207207207207207	5.865803752640846e-17	true
15	74631046	-	27	52	0.5192307692307693	1.7399285054791594e-53	true
15	74956500	-	8	110	0.07272727272727272	3.274331518732886e-9	true
15	75933825	+	5	43	0.11627906976744186	2.865410132977976e-7	true
15	78292624	-	31	384	0.08072916666666667	6.221619126727046e-33	true
15	85138715	+	39	92	0.42391304347826086	5.244880562271412e-72	true
15	89898836	-	7	24	0.2916666666666667	1.104597386360259e-12	true
15	90080066	+	5	22	0.22727272727272727	8.288382735671402e-9	true
15	90882311	+	12	21	0.5714285714285714	3.1544259367686997e-25	true
15	90903361	+	5	35	0.14285714285714285	9.870787595782806e-8	true
16	521112	+	10	42	0.23809523809523808	1.4540703646978234e-16	true
16	521911	+	7	20	0.35	2.501846290882416e-13	true
16	547453	+	5	21	0.23809523809523808	6.421698760449497e-9	true
16	570038	+	30	59	0.5084745762711864	6.892826087067583e-59	true
16	650606	+	4	20	0.2	4.804280875841644e-7	true
16	681472	+	39	647	0.06027820710973725	4.204661920545428e-36	true
16	694342	-	7	32	0.21875	1.0505013166628721e-11	true
16	1362531	+	6	70	0.08571428571428572	1.155676859022707e-7	true
16	1364687	-	4	19	0.21052631578947367	3.853236182246918e-7	true
16	1977166	+	6	75	0.08	1.7507897708755425e-7	true
16	2175896	+	35	170	0.20588235294117646	7.208042903713005e-52	true
16	2176359	+	12	109	0.11009174311926606	2.5953474601009414e-15	true
16	2177935	+	9	99	0.09090909090909091	4.547686949111439e-11	true
16	2456714	+	6	72	0.08333333333333333	1.369626520557427e-7	true
16	2896566	+	7	133	0.05263157894736842	2.930913117698028e-7	true
16	2949622	+	6	49	0.12244897959183673	1.3052250457457521e-8	true
16	2967119	+	7	7	1.0	3.346675575411735e-18	false
16	4474432	-	8	106	0.07547169811320754	2.4376119457559964e-9	true
16	4513002	-	6	19	0.3157894736842105	2.748753709535803e-11	true
16	4847602	+	9	26	0.34615384615384615	1.0121032909638394e-16	true
16	8963360	-	7	99	0.0707070707070707	3.8551463289463376e-8	true
16	18809409	-	6	98	0.061224489795918366	8.596625363382957e-7	true
16	21599710	+	10	145	0.06896551724137931	6.044642860045734e-11	true
16	23523236	-	9	46	0.1956521739130435	3.369529397971677e-14	true
16	27461530	-	10	77	0.12987012987012986	9.794493257378315e-14	true
16	28211785	-	8	106	0.07547169811320754	2.4376119457559964e-9	true
16	28842788	-	13	594	0.021885521885521887	1.0202444092389128e-7	true
16	29694761	+	26	300	0.08666666666666667	1.0987198123609017e-28	true
16	29806635	+	14	275	0.05090909090909091	5.97287644991689e-13	true
16	29807125	+	57	646	0.08823529411764706	2.3323298975149978e-61	true
16	29885649	-	5	25	0.2	1.658943677918618e-8	true
16	29968112	+	25	68	0.36764705882352944	8.979334734958829e-45	true
16	30117206	-	11	33	0.3333333333333333	6.27315242680411e-20	true
16	31092787	-	4	12	0.3333333333333333	5.009578243101125e-8	true
16	47143619	-	25	158	0.15822784810126583	2.0679108642559874e-34	true
16	48352517	+	29	39	0.7435897435897436	2.465186156764449e-64	true
16	56748306	+	14	355	0.03943661971830986	1.815454989595904e-11	true
16	57529236	-	11	72	0.1527777777777778	8.7403897439149635e-16	true
16	57664087	+	50	102	0.49019607843137253	4.992539707447707e-96	true
16	57756913	+	10	111	0.09009009009009009	4.170251862531206e-12	true
16	58026201	+	5	10	0.5	8.1885319412967e-11	true
16	58707671	-	29	675	0.04296296296296296	3.761342851097801e-23	true
16	66817474	-	16	382	0.041884816753926704	2.7142153450713064e-13	true
16	67481026	-	9	123	0.07317073170731707	3.2275027604250987e-10	true
16	70356195	+	7	57	0.12280701754385964	7.695924753723884e-10	true
16	70481109	-	9	168	0.05357142857142857	5.093890159031643e-9	true
16	74999144	+	6	85	0.07058823529411765	3.700510995060057e-7	true
16	84061403	-	4	13	0.3076923076923077	7.217618468977038e-8	true
16	88630552	+	17	176	0.09659090909090909	4.243821607459988e-20	true
16	88643365	-	31	1200	0.025833333333333333	2.5792730361212532e-18	true
16	88655363	-	40	142	0.28169014084507044	3.457145678125902e-65	true
16	88725455	-	7	148	0.0472972972972973	6.038929084316891e-7	true
16	88810479	-	58	706	0.0821529745042493	1.3637328360078782e-60	true
16	88824769	-	18	104	0.17307692307692307	5.922612911085754e-26	true
16	89300488	-	10	42	0.23809523809523808	1.4540703646978234e-16	true
16	89490454	-	9	176	0.05113636363636364	7.644005351461808e-9	true
16	89490461	-	19	184	0.10326086956521739	7.553981661657704e-23	true
16	89490462	-	32	184	0.17391304347826086	5.227353426598439e-45	true
16	89521276	+	4	14	0.2857142857142857	1.007891980457594e-7	true
16	89553804	+	43	92	0.4673913043478261	1.3010999111349475e-81	true
16	89575890	+	6	66	0.09090909090909091	8.096253296564889e-8	true
16	89765038	-	29	57	0.5087719298245614	5.514473707089358e-57	true
16	89904916	+	8	8	1.0	1.0669150583415931e-20	false
17	2694490	-	10	252	0.03968253968253968	1.2786226943252269e-8	true
17	3624202	-	8	27	0.2962962962962963	2.2443404587494872e-14	true
17	7234459	-	26	35	0.7428571428571429	8.477252564695463e-58	true
17	7497814	+	9	83	0.10843373493975904	9.040543450949686e-12	true
17	7884950	+	4	23	0.17391304347826086	8.71369052755475e-7	true
17	7884984	+	10	64	0.15625	1.4043520011376701e-14	true
17	7910885	+	23	60	0.38333333333333336	7.95524431980995e-42	true
17	7939621	+	10	42	0.23809523809523808	1.4540703646978234e-16	true
17	9241837	+	5	46	0.10869565217391304	4.048049819528569e-7	true
17	9889422	+	11	444	0.024774774774774775	2.862488156409255e-7	true
17	9890796	+	16	405	0.03950617283950617	6.576243626625451e-13	true
17	10697299	-	60	189	0.31746031746031744	1.3342686755183451e-100	true
17	12992796	-	21	603	0.03482587064676617	2.139524040628467e-15	true
17	12994801	-	11	242	0.045454545454545456	5.840376051171286e-10	true
17	12996607	-	35	147	0.23809523809523808	2.5104859576931723e-54	true
17	16068037	-	6	59	0.1016949152542373	4.092376632223976e-8	true
17	17187365	+	5	32	0.15625	6.172010506080394e-8	true
17	18930771	+	8	129	0.06201550387596899	1.1544611701824513e-8	true
17	19343444	-	12	14	0.8571428571428571	9.969568668809068e-29	true
17	19677099	+	7	154	0.045454545454545456	7.888859768261989e-7	true
17	19677107	+	11	158	0.06962025316455696	6.047212203613475e-12	true
17	21002702	-	67	378	0.17724867724867724	5.4550082253227936e-93	true
17	22524058	+	9	19	0.47368421052631576	3.053076168617511e-18	true
17	28345156	+	11	73	0.1506849315068493	1.0261068193797597e-15	true
17	28547192	-	5	52	0.09615384615384616	7.55400609399874e-7	true
17	28547193	-	5	50	0.1	6.191017108721523e-7	true
17	29109949	-	9	22	0.4090909090909091	1.6298586428485354e-17	true
17	36989364	+	11	56	0.19642857142857142	4.512429505705489e-17	true
17	39980912	+	41	218	0.18807339449541285	1.0269565533258903e-58	true
17	41818123	+	10	199	0.05025125628140704	1.3379719456100622e-9	true
17	41821810	+	16	157	0.10191082802547771	2.201501694243983e-19	true
17	41822452	+	18	64	0.28125	3.625621269756418e-30	true
17	41973629	+	11	169	0.0650887573964497	1.2572684824990833e-11	true
17	41974907	+	5	46	0.10869565217391304	4.048049819528569e-7	true
17	42388396	-	7	89	0.07865168539325842	1.8346481780698103e-8	true
17	42833546	+	30	142	0.2112676056338028	4.64211864374321e-45	true
17	44323529	-	45	547	0.08226691042047532	1.9993011450869138e-47	true
17	44323543	-	35	775	0.04516129032258064	2.507238478713489e-28	true
17	44352244	+	12	399	0.03007518796992481	1.017263758411721e-8	true
17	44959969	-	12	67	0.1791044776119403	5.6203696935885955e-18	true
17	45112391	-	8	176	0.045454545454545456	1.2888345584151904e-7	true
17	47649978	+	20	68	0.29411764705882354	8.343930266200994e-34	true
17	47649979	+	6	74	0.08108108108108109	1.615122579930004e-7	true
17	50357115	+	6	32	0.1875	8.860177666846727e-10	true
17	50382204	-	20	369	0.05420054200542006	2.171417784562961e-18	true
17	50551110	+	44	67	0.6567164179104478	7.053178163979582e-93	true
17	51166485	+	285	2183	0.13055428309665598	0.0	true
17	56889978	-	6	84	0.07142857142857142	3.4486793824160024e-7	true
17	58003879	-	42	1190	0.03529411764705882	2.0032413012030932e-29	true
17	62664889	+	11	183	0.060109289617486336	2.972815392379928e-11	true
17	62689599	+	135	201	0.6716417910447762	8.283674696856544e-284	true
17	62692371	+	94	193	0.48704663212435234	1.0570386259364506e-178	true
17	66302749	+	37	119	0.31092436974789917	2.8173716983398772e-62	true
17	74203926	+	125	5013	0.02493516856173948	6.012048847904777e-67	true
17	75318971	-	57	92	0.6195652173913043	1.33511002280306e-117	true
17	75568364	+	5	11	0.45454545454545453	1.4972441243287306e-10	true
17	76082266	-	12	33	0.36363636363636365	3.675583408444941e-22	true
17	76386505	+	7	76	0.09210526315789473	6.035619569611184e-9	true
17	76949129	+	5	21	0.23809523809523808	6.421698760449497e-9	true
17	78174187	-	40	320	0.125	8.938151500996262e-50	true
17	78174393	-	22	313	0.07028753993610223	1.6398751098130538e-22	true
17	78223601	+	14	423	0.03309692671394799	1.8002985652546787e-10	true
17	78224554	+	24	1046	0.022944550669216062	1.941831765051556e-13	true
17	78674804	-	23	171	0.13450292397660818	4.5493238031378165e-30	true
17	78925304	-	8	187	0.0427807486631016	2.048983981902643e-7	true
17	78973115	-	15	544	0.027573529411764705	5.014668876348816e-10	true
17	79086571	+	4	10	0.4	2.1361502088596754e-8	true
17	81511973	-	20	958	0.020876826722338204	9.782027735006494e-11	true
17	81550479	-	6	60	0.1	4.534698063337973e-8	true
17	81596163	-	22	262	0.08396946564885496	3.290676883734525e-24	true
17	82019194	-	10	377	0.026525198938992044	5.322224645332061e-7	true
17	82237888	+	26	544	0.04779411764705882	4.53800758715061e-22	true
17	82242296	+	4	16	0.25	1.823205921475427e-7	true
17	82418549	+	8	16	0.5	1.3423016956360866e-16	true
18	670713	+	9	181	0.049723756906077346	9.753071413063716e-9	true
18	21741439	+	6	22	0.2727272727272727	7.497324469502358e-11	true
18	49492380	-	9	201	0.04477611940298507	2.414560237826564e-8	true
