ref	pos	strand	u	d	ur	pval	passed
10	133394269	+	19	66	0.2878787878787879	3.6638465152699885e-32	true
11	376819	+	5	48	0.10416666666666667	4.5201925781970735e-7	true
11	764334	+	25	525	0.047619047619047616	1.820779859849362e-21	true
11	1752919	-	13	75	0.17333333333333334	2.7966432400201473e-19	true
11	1753293	-	9	257	0.03501945525291829	1.6316839099629662e-7	true
11	1759550	-	82	287	0.2857142857142857	3.321365427159894e-133	true
11	3827134	-	30	51	0.5882352941176471	7.106932140409725e-62	true
11	4092692	+	5	38	0.13157894736842105	1.3598799233116877e-7	true
11	6612053	-	7	109	0.06422018348623854	6.479183111945654e-8	true
11	8947419	-	6	59	0.1016949152542373	3.6004786340432516e-8	true
11	18506890	-	9	114	0.07894736842105263	1.3485955256583653e-10	true
11	20055917	+	7	20	0.35	2.1484775448338753e-13	true
11	32091254	+	7	20	0.35	2.1484775448338753e-13	true
11	35620156	+	12	103	0.11650485436893204	9.973160413944672e-16	true
11	46672265	+	7	142	0.04929577464788732	3.9513825225059003e-7	true
11	46678359	-	5	37	0.13513513513513514	1.1840184591038018e-7	true
11	47415978	+	6	79	0.0759493670886076	2.105765274820401e-7	true
11	47617525	-	7	124	0.056451612903225805	1.5713977533515235e-7	true
11	61341487	+	5	29	0.1724137931034483	3.293442753586273e-8	true
11	61343918	+	5	35	0.14285714285714285	8.863827855738535e-8	true
11	62625617	-	4	16	0.25	1.671629573226838e-7	true
11	62690620	-	8	97	0.08247422680412371	1.0114551986011924e-9	true
11	63758891	+	29	56	0.5178571428571429	1.4438790510416796e-57	true
11	64285220	+	5	22	0.22727272727272727	7.4372981717232565e-9	true
11	64288441	+	32	46	0.6956521739130435	1.4798705719202736e-69	true
11	65539224	-	21	80	0.2625	2.0063191502471826e-34	true
11	65547472	-	5	24	0.20833333333333334	1.1941820930449337e-8	true
11	65780107	-	6	21	0.2857142857142857	4.7995594997623884e-11	true
11	65891086	+	13	207	0.06280193236714976	2.1112611033808951e-13	true
11	66267483	+	4	7	0.5714285714285714	3.2877192123783518e-9	false
11	66276687	+	26	58	0.4482758620689655	1.406399157867144e-49	true
11	66851188	-	5	29	0.1724137931034483	3.293442753586273e-8	true
11	66868899	-	17	61	0.2786885245901639	1.1798328386669854e-28	true
11	67432774	+	37	78	0.47435897435897434	4.125166289780338e-71	true
11	67434620	+	8	83	0.0963855421686747	2.8696053504310233e-10	true
11	68121059	-	5	47	0.10638297872340426	4.059858200178888e-7	true
11	68348135	+	6	54	0.1111111111111111	2.091543002839727e-8	true
11	68685628	+	11	331	0.03323262839879154	1.2068434243763207e-8	true
11	72224888	+	10	164	0.06097560975609756	1.6511407935567908e-10	true
11	72224889	+	22	166	0.13253012048192772	6.934334798915028e-29	true
11	72727058	-	5	22	0.22727272727272727	7.4372981717232565e-9	true
11	75405688	+	9	223	0.04035874439461883	4.894436477220146e-8	true
11	102110832	+	8	24	0.3333333333333333	6.301464379812186e-15	true
11	119308934	-	43	377	0.11405835543766578	5.2482638841524546e-52	true
11	119309811	-	23	94	0.24468085106382978	9.21291457546991e-37	true
11	122655876	+	5	22	0.22727272727272727	7.4372981717232565e-9	true
11	130129165	+	15	671	0.022354694485842028	6.241251020027509e-9	true
12	1495287	+	5	38	0.13157894736842105	1.3598799233116877e-7	true
12	6724690	+	29	271	0.1070110701107011	8.794317957052231e-35	true
12	6748225	-	7	53	0.1320754716981132	3.9041265661887516e-10	true
12	6863196	+	11	364	0.03021978021978022	3.1739201958654815e-8	true
12	6867575	+	20	1124	0.017793594306049824	1.0357832055318056e-9	false
12	6937099	+	5	15	0.3333333333333333	8.636902261222493e-10	true
12	29343242	-	10	147	0.06802721088435375	5.610966161789912e-11	true
12	31590827	-	6	6	1.0	9.207083572772892e-16	false
12	48137807	+	30	290	0.10344827586206896	1.7904380227582483e-35	true
12	52070204	+	12	152	0.07894736842105263	1.151909672426265e-13	true
12	52191885	-	7	106	0.0660377358490566	5.34259863104609e-8	true
12	52241594	+	24	387	0.06201550387596899	2.400605612819492e-23	true
12	53102118	+	24	37	0.6486486486486487	2.462119905794961e-51	true
12	53505256	+	6	50	0.12	1.3006834641547651e-8	true
12	55727232	-	15	646	0.02321981424148607	3.773864170569444e-9	true
12	56272747	-	28	112	0.25	1.0315570415660052e-44	true
12	56645912	-	76	1999	0.03801900950475238	8.533617834946435e-55	true
12	57233580	+	27	511	0.05283757338551859	3.11013211730454e-24	true
12	57233581	+	54	509	0.10609037328094302	4.02230657851454e-63	true
12	57755217	+	4	10	0.4	1.9579079737751987e-8	true
12	76559476	-	16	31	0.5161290322580645	2.3071609494379754e-32	true
12	79689947	-	5	35	0.14285714285714285	8.863827855738535e-8	true
12	89708767	-	24	88	0.2727272727272727	1.3974346728638314e-39	true
12	101877738	+	6	54	0.1111111111111111	2.091543002839727e-8	true
12	105330862	+	9	118	0.07627118644067797	1.839489493509115e-10	true
12	106997606	-	7	30	0.23333333333333334	5.490254257461405e-12	true
12	108646812	-	44	225	0.19555555555555557	4.090084072191541e-64	true
12	111692743	+	4	12	0.3333333333333333	4.592081813935737e-8	true
12	120144337	-	13	71	0.18309859154929578	1.2985168688108014e-19	true
12	120282241	+	71	643	0.1104199066874028	1.0478453695456727e-83	true
12	131139421	+	5	11	0.45454545454545453	1.342651374635532e-10	true
12	132490270	+	5	47	0.10638297872340426	4.059858200178888e-7	true
13	27424848	+	10	358	0.027932960893854747	2.7345957330945894e-7	true
13	48081647	-	9	124	0.07258064516129033	2.8706581546872173e-10	true
13	98577046	-	7	46	0.15217391304347827	1.3818049837757207e-10	true
13	110174661	-	10	34	0.29411764705882354	1.0673602467704923e-17	true
13	110914890	-	10	20	0.5	1.564845587059068e-20	true
13	112878399	+	4	22	0.18181818181818182	6.618853459581208e-7	true
14	21098517	-	5	32	0.15625	5.541424570484263e-8	true
14	22901331	-	11	117	0.09401709401709402	1.741377921007579e-13	true
14	22973490	-	9	195	0.046153846153846156	1.5449035755586747e-8	true
14	24216985	-	37	628	0.0589171974522293	2.597668238490013e-34	true
14	31207110	-	7	28	0.25	3.210666869331146e-12	true
14	55138061	+	10	343	0.029154518950437316	1.8488885048287985e-7	true
14	55616579	+	10	266	0.03759398496240601	1.7385525842176737e-8	true
14	60153976	-	15	91	0.16483516483516483	1.1291309739281175e-21	true
14	75437988	+	8	73	0.1095890410958904	1.0054153738896674e-10	true
14	77320779	-	21	28	0.75	2.746181792282623e-47	true
14	92748543	-	6	96	0.0625	6.712009455796916e-7	true
14	102015990	+	10	111	0.09009009009009009	3.3725160162522815e-12	true
14	102348513	-	38	119	0.31932773109243695	8.515121144397298e-65	true
14	102507560	-	6	82	0.07317073170731707	2.631595106557834e-7	true
14	103385551	+	7	51	0.13725490196078433	2.94838460141266e-10	true
14	103571639	+	9	75	0.12	2.915128253568431e-12	true
14	103697901	-	6	32	0.1875	7.782790056039255e-10	true
14	104176428	+	7	89	0.07865168539325842	1.5820791911660886e-8	true
14	104176786	+	6	37	0.16216216216216217	1.9701248369539623e-9	true
14	104865335	+	6	9	0.6666666666666666	7.672090131501351e-14	false
14	104889456	+	4	12	0.3333333333333333	4.592081813935737e-8	true
14	104894763	+	5	22	0.22727272727272727	7.4372981717232565e-9	true
15	24978286	+	11	235	0.04680851063829787	3.417630681824995e-10	true
15	52433280	-	5	33	0.15151515151515152	6.514023769910302e-8	true
15	59662484	-	7	27	0.25925925925925924	2.414584178921228e-12	true
15	63157482	-	16	64	0.25	3.403640996775316e-26	true
15	64963458	-	12	125	0.096	1.0784183173073795e-14	true
15	66352177	-	8	78	0.10256410256410256	1.7296100130772796e-10	true
15	66386951	+	4	15	0.26666666666666666	1.256854714469085e-7	true
15	74458714	-	8	148	0.05405405405405406	2.862600917373538e-8	true
15	74631046	-	16	38	0.42105263157894735	1.6725297320672417e-30	true
15	78292624	-	21	285	0.07368421052631578	3.5341009695537554e-22	true
15	83207604	-	6	39	0.15384615384615385	2.7501533556809258e-9	true
15	85138715	+	22	54	0.4074074074074074	5.239708058377224e-41	true
15	89898836	-	6	24	0.25	1.180964904626792e-10	true
15	90882311	+	14	20	0.7	3.1410306282837364e-31	true
16	521112	+	6	38	0.15789473684210525	2.3332795331756305e-9	true
16	521911	+	4	10	0.4	1.9579079737751987e-8	true
16	570038	+	21	48	0.4375	4.8758339795239214e-40	true
16	636195	-	13	350	0.037142857142857144	1.5118658176701796e-10	true
16	681472	+	29	532	0.05451127819548872	2.722134452025737e-26	true
16	694342	-	6	32	0.1875	7.782790056039255e-10	true
16	1977166	+	10	67	0.14925373134328357	1.838236178360301e-14	true
16	2175896	+	29	131	0.22137404580152673	1.5536388234722572e-44	true
16	2176359	+	7	71	0.09859154929577464	3.207032035040719e-9	true
16	2177935	+	15	86	0.1744186046511628	4.551807735405343e-22	true
16	2456714	+	6	55	0.10909090909090909	2.341390984191621e-8	true
16	2967119	+	7	7	1.0	2.8717222481399663e-18	false
16	4513002	-	8	16	0.5	1.1274480934572725e-16	true
16	21599710	+	9	126	0.07142857142857142	3.31272006806445e-10	true
16	23523236	-	6	42	0.14285714285714285	4.386512832368143e-9	true
16	27461530	-	7	73	0.0958904109589041	3.9078183406490244e-9	true
16	28211785	-	9	79	0.11392405063291139	4.723664065314775e-12	true
16	29694761	+	10	187	0.053475935828877004	5.952834190581557e-10	true
16	29806489	+	7	83	0.08433734939759036	9.690304061586485e-9	true
16	29806635	+	8	197	0.04060913705583756	2.586588875594487e-7	true
16	29807125	+	25	589	0.042444821731748725	2.842293425413219e-20	true
16	29968112	+	20	54	0.37037037037037035	2.205529204537686e-36	true
16	30117206	-	14	26	0.5384615384615384	7.690706658460292e-29	true
16	30893993	-	5	35	0.14285714285714285	8.863827855738535e-8	true
16	47143619	-	13	118	0.11016949152542373	1.356767374744357e-16	true
16	48352517	+	35	54	0.6481481481481481	3.3856598943725474e-74	true
16	57529236	-	5	49	0.10204081632653061	5.020809209454811e-7	true
16	57664058	+	5	42	0.11904761904761904	2.280855159279092e-7	true
16	57664087	+	30	65	0.46153846153846156	1.791018657343204e-57	true
16	57756913	+	7	95	0.07368421052631578	2.4961064478256373e-8	true
16	58026201	+	9	15	0.6	1.374873412149284e-19	true
16	58707671	-	27	570	0.04736842105263158	5.357268090744787e-23	true
16	66556074	+	4	9	0.4444444444444444	1.1776818365770719e-8	false
16	67481026	-	6	93	0.06451612903225806	5.563081039590388e-7	true
16	70356195	+	8	49	0.16326530612244897	3.605100116426692e-12	true
16	70473214	+	4	12	0.3333333333333333	4.592081813935737e-8	true
16	84908641	+	4	13	0.3076923076923077	6.616470022221191e-8	true
16	88630552	+	15	132	0.11363636363636363	3.934257432963621e-19	true
16	88643365	-	24	907	0.026460859977949284	5.830161102461941e-15	true
16	88655363	-	34	134	0.2537313432835821	3.343852883708375e-54	true
16	88714869	+	6	33	0.18181818181818182	9.48690536984851e-10	true
16	88810479	-	55	507	0.10848126232741617	8.32734499617095e-65	true
16	88824769	-	6	76	0.07894736842105263	1.669494622579746e-7	true
16	89300488	-	6	33	0.18181818181818182	9.48690536984851e-10	true
16	89490461	-	14	142	0.09859154929577464	4.554144989046549e-17	true
16	89490462	-	32	144	0.2222222222222222	4.8980267899190816e-49	true
16	89553804	+	41	85	0.4823529411764706	4.9812674510408067e-79	true
16	89765038	-	20	36	0.5555555555555556	5.290868949757357e-41	true
16	89904916	+	6	7	0.8571428571428571	6.427728167452185e-15	false
17	2322677	-	5	32	0.15625	5.541424570484263e-8	true
17	3624202	-	7	22	0.3181818181818182	4.700901400521413e-13	true
17	7234459	-	13	18	0.7222222222222222	2.2327799180515807e-29	true
17	7351381	+	5	47	0.10638297872340426	4.059858200178888e-7	true
17	7497814	+	6	66	0.09090909090909091	7.126031117620343e-8	true
17	7910885	+	17	47	0.3617021276595745	6.278466494138277e-31	true
17	7939621	+	5	32	0.15625	5.541424570484263e-8	true
17	8476964	-	6	96	0.0625	6.712009455796916e-7	true
17	9890796	+	13	330	0.03939393939393939	7.351219385957921e-11	true
17	10697299	-	54	146	0.3698630136986301	1.4672868090785872e-95	true
17	12992796	-	16	445	0.035955056179775284	1.9610331594166875e-12	true
17	12994801	-	14	197	0.07106598984771574	4.5880204661746485e-15	true
17	12996607	-	29	116	0.25	2.9699749021486254e-46	true
17	17187365	+	5	32	0.15625	5.541424570484263e-8	true
17	18264639	+	6	43	0.13953488372093023	5.0842380121155085e-9	true
17	19343444	-	13	19	0.6842105263157895	7.049993436732098e-29	true
17	21002702	-	56	293	0.19112627986348124	1.5842111553638491e-80	true
17	22524058	+	5	17	0.29411764705882354	1.77049285860693e-9	true
17	28368575	-	5	13	0.38461538461538464	3.7208345293472937e-10	true
17	28634069	-	7	128	0.0546875	1.95192190802068e-7	true
17	36989364	+	9	55	0.16363636363636364	1.561021350523439e-13	true
17	39980912	+	27	208	0.12980769230769232	7.699064815352136e-35	true
17	41818123	+	7	134	0.05223880597014925	2.6665170841379674e-7	true
17	41821810	+	17	130	0.13076923076923078	1.4612730271993885e-22	true
17	41822452	+	5	29	0.1724137931034483	3.293442753586273e-8	true
17	41973629	+	13	127	0.10236220472440945	3.614222846733113e-16	true
17	42833546	+	24	117	0.20512820512820512	3.007648305875927e-36	true
17	44323529	-	37	457	0.08096280087527352	2.2485586809526774e-39	true
17	44323543	-	40	618	0.06472491909385113	1.458478013197815e-38	true
17	44876061	-	15	265	0.05660377358490566	1.4115960328048452e-14	true
17	44959969	-	10	66	0.15151515151515152	1.5683135368602588e-14	true
17	47649978	+	9	37	0.24324324324324326	3.2125205669508004e-15	true
17	50357115	+	7	29	0.2413793103448276	4.220702825780775e-12	true
17	50382204	-	12	271	0.04428044280442804	1.0295975408069523e-10	true
17	50551110	+	34	53	0.6415094339622641	7.035869638683922e-72	true
17	56889978	-	15	69	0.21739130434782608	1.2449146533131199e-23	true
17	58003879	-	30	879	0.034129692832764506	2.4332981921992097e-21	true
17	62689599	+	69	132	0.5227272727272727	3.320099495903039e-135	true
17	62692371	+	78	161	0.484472049689441	4.493429250784555e-149	true
17	66302749	+	24	89	0.2696629213483146	1.9076830527584537e-39	true
17	74203926	+	94	4289	0.021916530659827467	5.892074257542338e-47	true
17	75318971	-	41	70	0.5857142857142857	6.666017671725401e-84	true
17	76082266	-	8	21	0.38095238095238093	1.7580631342096525e-15	true
17	78174187	-	28	227	0.12334801762114538	2.0058107997847082e-35	true
17	78174393	-	18	263	0.06844106463878327	1.1809556317899003e-18	true
17	78223601	+	11	373	0.029490616621983913	4.0624364429865585e-8	true
17	78224554	+	17	745	0.022818791946308724	4.620273977901688e-10	true
17	78674804	-	18	146	0.1232876712328767	2.5438134530789793e-23	true
17	78925304	-	9	161	0.055900621118012424	2.9095682603184964e-9	true
17	78973115	-	16	387	0.041343669250646	2.3868716436824633e-13	true
17	80010590	-	6	26	0.23076923076923078	2.009296005919855e-10	true
17	81511973	-	18	966	0.018633540372670808	3.41385106435864e-9	false
17	81550479	-	5	39	0.1282051282051282	1.5558179218050522e-7	true
17	81596163	-	25	226	0.11061946902654868	1.418938547303551e-30	true
17	82237888	+	33	423	0.07801418439716312	9.192206930180941e-35	true
17	82418549	+	4	9	0.4444444444444444	1.1776818365770719e-8	false
18	49286597	-	5	44	0.11363636363636363	2.896786204631495e-7	true
18	49492380	-	8	153	0.05228758169934641	3.7066223193317804e-8	true
18	59345934	-	49	219	0.2237442922374429	2.2509301285700223e-74	true
19	579647	+	47	1693	0.027761370348493797	1.2283621449569256e-28	true
19	1091818	-	24	503	0.04771371769383698	1.0870079041751817e-20	true
19	1244556	+	18	243	0.07407407407407407	2.869379453435278e-19	true
19	1370785	+	5	40	0.125	1.7734678524981447e-7	true
19	1497279	+	4	9	0.4444444444444444	1.1776818365770719e-8	false
19	2271920	+	40	1352	0.029585798816568046	1.2615511572763171e-25	true
19	3029058	-	4	10	0.4	1.9579079737751987e-8	true
19	3062234	-	33	615	0.05365853658536585	1.7845395869472626e-29	true
19	3543648	-	5	28	0.17857142857142858	2.7326983825059194e-8	true
19	3544203	-	4	24	0.16666666666666666	9.566926112043294e-7	true
19	3546280	-	12	228	0.05263157894736842	1.3972734438006356e-11	true
19	4013022	+	8	50	0.16	4.279904083729198e-12	true
19	5678593	-	18	178	0.10112359550561797	1.004434946107424e-21	true
19	5690459	+	6	40	0.15	3.2268406953405998e-9	true
19	7555275	+	14	70	0.2	1.3537416008748051e-21	true
19	8421943	+	4	17	0.23529411764705882	2.1805294638855354e-7	true
19	10393140	-	14	580	0.02413793103448276	7.609949003620757e-9	true
19	12896017	+	9	22	0.4090909090909091	1.3397945735542357e-17	true
19	13138965	+	12	139	0.08633093525179857	3.918199565173456e-14	true
19	14480414	-	63	227	0.2775330396475771	7.952395710886797e-102	true
19	14482858	-	4	10	0.4	1.9579079737751987e-8	true
19	14566163	-	11	168	0.06547619047619048	9.360915462387515e-12	true
19	14566839	-	297	626	0.4744408945686901	0.0	true
19	15123441	-	12	114	0.10526315789473684	3.489903467777357e-15	true
19	15425616	-	8	36	0.2222222222222222	2.507793038680395e-13	true
19	15429589	-	10	33	0.30303030303030304	7.555720043138831e-18	true
19	17581639	+	16	120	0.13333333333333333	1.834806575008823e-21	true
19	18169404	+	5	49	0.10204081632653061	5.020809209454811e-7	true
19	18169405	+	13	48	0.2708333333333333	4.608757293104661e-22	true
19	18169578	+	8	39	0.20512820512820512	5.056466298994894e-13	true
19	18169979	+	21	42	0.5	1.1973626408365777e-41	true
19	18177233	+	15	563	0.02664298401420959	5.958262207061939e-10	true
19	18434304	+	9	33	0.2727272727272727	1.0071859618484954e-15	true
19	18541924	-	19	530	0.035849056603773584	1.8344471640118976e-14	true
19	18598463	-	12	210	0.05714285714285714	5.345420341574565e-12	true
19	19356030	+	8	45	0.17777777777777778	1.7423396988905693e-12	true
19	19528017	+	21	794	0.02644836272040302	2.8054992136998706e-13	true
19	24001350	-	4	6	0.6666666666666666	1.4125464108269879e-9	false
19	24004424	-	4	13	0.3076923076923077	6.616470022221191e-8	true
19	33387377	-	7	80	0.0875	7.475082499152538e-9	true
19	39489944	+	18	40	0.45	8.291480247467081e-35	true
19	39974365	+	15	259	0.05791505791505792	1.0092228838277322e-14	true
19	40367744	+	29	60	0.48333333333333334	2.210817188744302e-56	true
19	40705367	-	18	57	0.3157894736842105	2.158089116217153e-31	true
19	41438309	-	7	43	0.16279069767441862	8.387422392606815e-11	true
19	41869138	+	108	5220	0.020689655172413793	2.453716618683498e-51	true
19	44748915	+	5	47	0.10638297872340426	4.059858200178888e-7	true
19	44871926	+	91	122	0.7459016393442623	7.291085707697916e-200	true
19	47716657	+	5	49	0.10204081632653061	5.020809209454811e-7	true
19	49464685	+	5	41	0.12195121951219512	2.0145468222605913e-7	true
19	50482504	+	6	47	0.1276595744680851	8.859604071923309e-9	true
19	54174067	-	12	212	0.05660377358490566	5.973400024254612e-12	true
19	54174338	-	7	86	0.08139534883720931	1.2438647366455672e-8	true
19	54192316	+	27	319	0.08463949843260188	1.0726970249023473e-29	true
19	55383848	-	127	137	0.927007299270073	2.440723545507354e-304	true
19	55453098	-	6	89	0.06741573033707865	4.286518294686947e-7	true
19	55453234	-	70	455	0.15384615384615385	4.135919520695531e-93	true
19	55641180	+	13	109	0.11926605504587157	4.680570299459374e-17	true
19	58549491	+	41	87	0.47126436781609193	1.78952896895013e-78	true
2	1632859	-	10	258	0.03875968992248062	1.3032787737866826e-8	true
2	1649290	-	122	378	0.32275132275132273	6.525124436795072e-205	true
2	1649445	-	11	205	0.05365853658536585	7.999173104761439e-11	true
2	11181727	-	6	101	0.0594059405940594	9.054423129249317e-7	true
2	27233405	+	14	66	0.21212121212121213	5.486383759665553e-22	true
2	27409491	-	32	175	0.18285714285714286	4.627897336028665e-46	true
2	28783915	+	63	440	0.1431818181818182	6.825345565868222e-82	true
2	38681295	+	8	57	0.14035087719298245	1.291960538037372e-11	true
2	42048379	+	6	26	0.23076923076923078	2.009296005919855e-10	true
2	46904392	-	16	28	0.5714285714285714	2.356076586606322e-33	true
2	69246032	+	9	160	0.05625	2.754619904901901e-9	true
2	74369422	-	17	108	0.1574074074074074	5.270559246247923e-24	true
2	74493020	+	8	12	0.6666666666666666	4.384754250878899e-18	true
2	85398745	-	6	90	0.06666666666666667	4.580477868120677e-7	true
2	96283915	-	13	151	0.08609271523178808	3.5500638894293637e-15	true
2	96832830	+	7	43	0.16279069767441862	8.387422392606815e-11	true
2	101006418	+	27	1442	0.01872399445214979	4.382884395086358e-13	false
2	119372426	+	67	419	0.15990453460620524	2.1463149430582437e-90	true
2	174682843	-	13	49	0.2653061224489796	6.254872036938374e-22	true
2	181916261	+	10	72	0.1388888888888889	3.9186657603505784e-14	true
2	182777909	+	5	46	0.10869565217391304	3.6373835023640276e-7	true
2	216113060	+	26	419	0.06205250596658711	3.6273156520280187e-25	true
2	216499964	+	10	267	0.03745318352059925	1.8011117780316244e-8	true
2	218346196	+	7	30	0.23333333333333334	5.490254257461405e-12	true
2	231198804	+	5	9	0.5555555555555556	3.68087986812743e-11	false
2	232522104	+	24	295	0.08135593220338982	3.708902692637475e-26	true
2	232523961	+	15	82	0.18292682926829268	2.1072041236823532e-22	true
2	235494372	+	8	35	0.22857142857142856	1.955923330014067e-13	true
2	238239427	-	5	8	0.625	1.640208880351913e-11	false
2	240467440	+	5	45	0.1111111111111111	3.2504388405746506e-7	true
2	241229433	-	27	450	0.06	1.09599700129034e-25	true
